OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
255612,1011930,PB17V267,Milhof Dr from Barnes Bridge Rd to Plummer Dr,Reconstruct Milhof and Haines Streets with new concrete pavement.,2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Adan Frias,214-948-4228,adan.frias@dallas.gov,1030121,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2021/05/30 05:00:00+00,2021/05/30 05:00:00+00,2021/09/22 05:00:00+00,2021/09/22 05:00:00+00,,2022/04/11 05:00:00+00,,2023/11/30 06:00:00+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025/01/18 06:00:00+00,2018/12/12 06:00:00+00,2021/05/30 05:00:00+00,2021/09/22 05:00:00+00,2022/04/11 05:00:00+00,2023/11/30 06:00:00+00,01,1030121,613664.38,594307.53,693501.43,9,1265.45099522462
255613,1011931,PB17V268,Boundbrook Ave from Greenville Ave to Woodbrook Dr,Street Reconstruction Local Streets 17-10005,2017,Street and Transportation,Street Reconstruction Local Streets,In Service,PBW,Curran Stokes,,curran.stokes@dallas.gov,408807,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2021/04/27 05:00:00+00,2021/04/27 05:00:00+00,2021/09/21 05:00:00+00,2021/09/21 05:00:00+00,2022/02/14 06:00:00+00,2022/02/14 06:00:00+00,,2023/12/31 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/01/18 06:00:00+00,2018/12/12 06:00:00+00,2021/04/27 05:00:00+00,2021/09/21 05:00:00+00,2022/02/14 06:00:00+00,2023/12/31 06:00:00+00,10,408807,502809.46,190584.62,391753.01,10,502.779394972195
255614,1011932,PB17V269,Lanshire Dr from Chiswell Rd to Audelia Rd,Street Reconstruction Local Streets,2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,John Sakwa,,john.sakwa@dallas.gov,620156,2018/12/18 06:00:00+00,2018/12/18 06:00:00+00,2021/04/25 05:00:00+00,2021/04/25 05:00:00+00,2021/09/22 05:00:00+00,2021/09/22 05:00:00+00,2022/01/18 06:00:00+00,2022/01/18 06:00:00+00,2023/06/13 05:00:00+00,2023/06/13 05:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/01/18 06:00:00+00,2018/12/18 06:00:00+00,2021/04/25 05:00:00+00,2021/09/22 05:00:00+00,2022/01/18 06:00:00+00,2023/06/13 05:00:00+00,10,620157,38656.15,409377.35,511551.62,10,549.821148197108
255615,1011933,PB17V271,Lockhaven Dr from E Northwest Hwy to Lockyer Dr,"Street Reconstruction Package B - Construction Awarded to DDM Construction Corp.Substantially completed (In Service - Jun 30, 2022).",2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Luis Montano,,luis.montano@dallascityhall.com,447836,2018/11/28 06:00:00+00,2018/11/28 06:00:00+00,,2019/08/22 05:00:00+00,,2020/01/03 06:00:00+00,,2020/05/17 05:00:00+00,,2023/01/06 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/08/04 05:00:00+00,2018/11/28 06:00:00+00,2019/08/22 05:00:00+00,2020/01/03 06:00:00+00,2020/05/17 05:00:00+00,2023/01/06 06:00:00+00,10,447836,516027.36,295235.17,315387.35,10,549.848745520742
255616,1011934,PB17V270,Lockhaven Dr from Lockyer Dr to Lynford Dr,"Street Reconstruction Package B - Construction Awarded to DDM Construction Corp.Substantially completed (In Service - Jun 30, 2022).",2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Luis Montano,,luis.montano@dallascityhall.com,463381,2018/11/28 06:00:00+00,2018/11/28 06:00:00+00,,2019/08/22 05:00:00+00,,2020/01/04 06:00:00+00,,2020/05/17 05:00:00+00,,2023/01/06 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/08/04 05:00:00+00,2018/11/28 06:00:00+00,2019/08/22 05:00:00+00,2020/01/04 06:00:00+00,2020/05/17 05:00:00+00,2023/01/06 06:00:00+00,10,463381,859492.65,394736.79,419347.19,10,568.878638533384
255617,1011935,PB17V272,Westfield Dr from Gladwood Ln to Clearwater Dr,Street Reconstruction Local Streets 17-10005,2017,Street and Transportation,Street Reconstruction Local Streets,In Service,PBW,Curran Stokes,,curran.stokes@dallas.gov,534988,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2021/05/26 05:00:00+00,2021/05/26 05:00:00+00,2021/09/22 05:00:00+00,2021/09/22 05:00:00+00,2022/02/14 06:00:00+00,2022/02/14 06:00:00+00,,2023/12/31 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/01/18 06:00:00+00,2018/12/12 06:00:00+00,2021/05/26 05:00:00+00,2021/09/22 05:00:00+00,2022/02/14 06:00:00+00,2023/12/31 06:00:00+00,10,534989,458069.43,220587.96,463711.33,10,656.742976737631
255618,1011936,PB17V273,Woodbrook Dr from Graywood Dr to Westfield Dr,Street Reconstruction Local Streets 17-10005,2017,Street and Transportation,Street Reconstruction Local Streets,In Service,PBW,Curran Stokes,,curran.stokes@dallas.gov,257324,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2021/05/26 05:00:00+00,2021/05/26 05:00:00+00,2021/09/22 05:00:00+00,2021/09/22 05:00:00+00,2022/02/14 06:00:00+00,2022/02/14 06:00:00+00,,2023/12/31 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/01/18 06:00:00+00,2018/12/12 06:00:00+00,2021/05/26 05:00:00+00,2021/09/22 05:00:00+00,2022/02/14 06:00:00+00,2023/12/31 06:00:00+00,10,257324,232974.14,118154.82,215306.32,10,315.672172788558
255619,1011937,PB17V274,Woodbrook Dr from Clearwater Dr to Graywood Dr,Street Reconstruction Local Streets 17-10005,2017,Street and Transportation,Street Reconstruction Local Streets,In Service,PBW,Curran Stokes,,curran.stokes@dallas.gov,255670,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2021/05/26 05:00:00+00,2021/05/26 05:00:00+00,2021/09/22 05:00:00+00,2021/09/22 05:00:00+00,2022/02/14 06:00:00+00,2022/02/14 06:00:00+00,,2023/12/31 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/01/18 06:00:00+00,2018/12/12 06:00:00+00,2021/05/26 05:00:00+00,2021/09/22 05:00:00+00,2022/02/14 06:00:00+00,2023/12/31 06:00:00+00,10,255670,367054,117807.82,257016.9,10,313.446718499528
255620,1011938,PB17V276,Brookshire Dr from Orchid Ln to Brookshire Cir,Part of Street Reconstruction Group 17-1104. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,316032,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2024/03/11 05:00:00+00,,2025/05/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2025/05/07 05:00:00+00,11,316032,926059.48,45526.9,444594.42,11,387.896366706633
255621,1011939,PB17V275,Blossomheath Ln from LBJ Serv N to Thistle Ln,"Street Reconstruction 17-1103 - Full reconstructionDesign awarded to ARS Engineers - The design is 100% complete. Construction Start is March 4, 2024. Project is in-service as of January 2025, awaiting project completion to do final walk through.",2017,Street and Transportation,Street Reconstruction Local Streets,In Service,PBW,Adan Frias,214-948-4228,adan.frias@dallas.gov,447009,2019/02/13 06:00:00+00,2019/02/13 06:00:00+00,,2023/06/25 05:00:00+00,,2023/09/27 05:00:00+00,2024/03/04 06:00:00+00,2024/03/04 06:00:00+00,,2025/06/30 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/01/18 06:00:00+00,2019/02/13 06:00:00+00,2023/06/25 05:00:00+00,2023/09/27 05:00:00+00,2024/03/04 06:00:00+00,2025/06/30 05:00:00+00,11,447009,981987.83,245047.95,417165.34,11,549.418014232959
255622,1011940,PB17V277,Clearsprings Rd from Coit Rd to Sapling Way,Local Improved Street - Part of Street Reconstruction Group 17-1105,2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Antonio Montez,214-601-1567,antonio.montez@dallas.gov,473965,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2020/03/31 05:00:00+00,,2020/08/12 05:00:00+00,2020/02/20 06:00:00+00,2020/02/20 06:00:00+00,2020/03/24 05:00:00+00,2020/03/24 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/08/03 05:00:00+00,2019/04/10 05:00:00+00,2020/03/31 05:00:00+00,2020/08/12 05:00:00+00,2020/02/20 06:00:00+00,2020/03/24 05:00:00+00,11,473965,125692.92,0,20149.89,11,581.500312783276
255623,1011941,PB17V278,Currin Dr from Pebbledowne Dr to End of Pavement,Part of Street Reconstruction Group 17-1104. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,184889,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2024/03/11 05:00:00+00,,2025/05/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2025/05/07 05:00:00+00,11,184890,810346.3,45069.44,287510.55,11,226.602340918443
255624,1011942,PB17V279,Edelweiss Cir from Hillcrest Rd to End of Pavement,Street Reconstruction Group Number: 17-1105,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Christian Poole,,christian.poole@dallas.gov,356383,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2024/08/30 05:00:00+00,,2024/12/11 06:00:00+00,,2025/03/10 05:00:00+00,,2026/03/10 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2024/08/30 05:00:00+00,2024/12/11 06:00:00+00,2025/03/10 05:00:00+00,2026/03/10 05:00:00+00,11,356384,255373.75,39831.49,441760.42,11,253.294747476328
255625,1011943,PB17V280,Greenhollow Ln from Coit Rd to Sapling Way,"In-house design; Street Reconstruction Group 17-1105",2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,469004,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/05/08 05:00:00+00,,2025/05/28 05:00:00+00,,2025/08/04 05:00:00+00,,2026/06/20 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/05/08 05:00:00+00,2025/05/28 05:00:00+00,2025/08/04 05:00:00+00,2026/06/20 05:00:00+00,11,469004,287060.97,0,82847.9,11,575.781929870079
255626,1011944,PB17V281,Sapling Way from Clearsprings Rd to Greenhollow Ln,"In-house design; Street Reconstruction Group 17-1105",2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,245913,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/02/08 06:00:00+00,,2025/05/28 05:00:00+00,,2025/06/26 05:00:00+00,,2026/06/26 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/02/08 06:00:00+00,2025/05/28 05:00:00+00,2025/06/26 05:00:00+00,2026/06/26 05:00:00+00,11,245913,338521.83,0,117139.84,11,301.95216148067
255627,1011945,PB17V282,6100 blk of Calm Meadow,"This is part of Street Reconstruction Group 17-1205. This project will provide concrete pavement with curbs, sidewalks, drive approaches, storm drainage, water and wastewater main improvements. ",2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Mehari Abraha,,mehari.abraha@dallas.gov,528539,2019/02/27 06:00:00+00,2019/02/27 06:00:00+00,2020/03/03 06:00:00+00,2020/03/03 06:00:00+00,2020/06/24 05:00:00+00,2020/06/24 05:00:00+00,2020/09/07 05:00:00+00,2020/09/07 05:00:00+00,2021/12/16 06:00:00+00,2021/12/16 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/08/04 05:00:00+00,2019/02/27 06:00:00+00,2020/03/03 06:00:00+00,2020/06/24 05:00:00+00,2020/09/07 05:00:00+00,2021/12/16 06:00:00+00,12,528539,891160.91,448937.17,465250.84,12,624.335571022768
255628,1011946,PB17V283,Frankford Rd from Frankford Rd to Aramis Ln,"This is part of Street Reconstruction Group 17-1205. This project will provide concrete pavement with curbs, sidewalks, drive approaches, storm drainage, water and wastewater main improvements. ",2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Mehari Abraha,,mehari.abraha@dallas.gov,381520,2019/02/27 06:00:00+00,2019/02/27 06:00:00+00,2020/03/03 06:00:00+00,2020/03/03 06:00:00+00,2020/06/24 05:00:00+00,2020/06/24 05:00:00+00,2020/09/07 05:00:00+00,2020/09/07 05:00:00+00,2021/12/16 06:00:00+00,2021/12/16 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/08/03 05:00:00+00,2019/02/27 06:00:00+00,2020/03/03 06:00:00+00,2020/06/24 05:00:00+00,2020/09/07 05:00:00+00,2021/12/16 06:00:00+00,12,381521,601365.43,275551.76,285824.31,12,609.0355803059
255629,1011947,PB17V284,Timber Oaks Dr from Shadow Ridge Dr to Shadow Ridge Dr,"This is part of Street Reconstruction Group 17-1205. This project will provide concrete pavement with curbs, sidewalks, drive approaches, storm drainage, water and wastewater main improvements. ",2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Mehari Abraha,,mehari.abraha@dallas.gov,808518,2019/02/27 06:00:00+00,2019/02/27 06:00:00+00,2020/03/03 06:00:00+00,2020/03/03 06:00:00+00,2020/06/24 05:00:00+00,2020/06/24 05:00:00+00,2020/09/07 05:00:00+00,2020/09/07 05:00:00+00,2021/12/16 06:00:00+00,2021/12/16 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/08/03 05:00:00+00,2019/02/27 06:00:00+00,2020/03/03 06:00:00+00,2020/06/24 05:00:00+00,2020/09/07 05:00:00+00,2021/12/16 06:00:00+00,12,808519,1143430.57,618768.05,632802.12,12,716.870078883796
255630,1011948,PB17V286,Meadow Crest Dr from Inwood Road to Lamplighter Lane,Street Reconstruction Group 17-1306,2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Samrawit Haile,,samrawit.haile@dallas.gov,778586,2019/02/27 06:00:00+00,2019/02/27 06:00:00+00,2019/09/12 05:00:00+00,2019/09/12 05:00:00+00,2019/12/11 06:00:00+00,2019/12/11 06:00:00+00,2020/11/02 06:00:00+00,2020/11/02 06:00:00+00,2023/02/28 06:00:00+00,2023/02/28 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/04 05:00:00+00,2019/02/27 06:00:00+00,2019/09/12 05:00:00+00,2019/12/11 06:00:00+00,2020/11/02 06:00:00+00,2023/02/28 06:00:00+00,13,778586,1792711.85,528013.58,623565.26,13,955.798389734446
255631,1011949,PB17V285,Aberdeen Ave from Edgemere Rd to Thackery St,Street Reconstruction Local Streets,2017,Street and Transportation,Street Reconstruction Local Streets,Complete,PBW,Adan Frias,214-948-4228,adan.frias@dallas.gov,793965,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2021/04/19 05:00:00+00,2021/04/19 05:00:00+00,2021/08/25 05:00:00+00,2021/08/25 05:00:00+00,,2022/01/03 06:00:00+00,,2023/01/19 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/04 05:00:00+00,2018/12/12 06:00:00+00,2021/04/19 05:00:00+00,2021/08/25 05:00:00+00,2022/01/03 06:00:00+00,2023/01/19 06:00:00+00,TBD,793966,23767.93,658861.52,721473.09,13,975.032740523655
255632,1011950,PB17V287,Adair St from Cobb St to 500 Ft North Of Cobb St,Street Reconstruction Project 17-1404,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,81530,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/05/08 05:00:00+00,,2025/09/24 05:00:00+00,,2025/11/24 06:00:00+00,,2026/11/24 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/05/08 05:00:00+00,2025/09/24 05:00:00+00,2025/11/24 06:00:00+00,2026/11/24 06:00:00+00,14,81530,106086.25,5465.8,58590.91,14,487.459704732293
255633,1011951,PB17V288,Cobb St from Cobb St to Adair St,Street Reconstruction Project 17-1404,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,110305,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/05/08 05:00:00+00,,2025/09/24 05:00:00+00,,2025/11/24 06:00:00+00,,2026/10/10 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/05/08 05:00:00+00,2025/09/24 05:00:00+00,2025/11/24 06:00:00+00,2026/10/10 05:00:00+00,14,110306,96965.19,4128.2,41099.53,14,220.020331874061
255634,1011952,PB17V289,Concho St from Richmond Ave to Belmont Ave,Street Reconstruction Project 17-1406,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,393262,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2024/03/21 05:00:00+00,,2024/06/26 05:00:00+00,,2024/10/21 05:00:00+00,,2025/10/21 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2024/03/21 05:00:00+00,2024/06/26 05:00:00+00,2024/10/21 05:00:00+00,2025/10/21 05:00:00+00,14,393262,258863.38,33326.9,601754.96,14,482.75318590955
255635,1011953,PB17V290,Gilbert Ave from Oak Lawn Ave to Reagan St,Street Reconstruction Project 17-1406,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,425675,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2024/03/21 05:00:00+00,,2024/06/26 05:00:00+00,,2024/10/21 05:00:00+00,,2025/10/21 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2024/03/21 05:00:00+00,2024/06/26 05:00:00+00,2024/10/21 05:00:00+00,2025/10/21 05:00:00+00,14,425676,229505.67,32351.46,694400.81,14,452.630778040896
255636,1011954,PB17V291,San Jacinto St from N Pearl St to Crockett St,Street Reconstruction Project 17-1404,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,423691,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/05/08 05:00:00+00,,2025/09/24 05:00:00+00,,2025/11/24 06:00:00+00,,2026/11/24 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/05/08 05:00:00+00,2025/09/24 05:00:00+00,2025/11/24 06:00:00+00,2026/11/24 06:00:00+00,14,423691,267129.47,42703.52,101764.39,14,410.229727581928
255637,1011955,PB17V292,Clarendon Dr (2-28' Lanes) from Ewing to Upton,Street reconstruction.,2017,Street and Transportation,Street Reconstruction Thoroughfares,Under Design,PBW,Horacio Pizzarello,214.948.5350 ,horacio.pizzarello@dallas.gov,1715657,2020/05/13 05:00:00+00,2020/05/13 05:00:00+00,,2025/02/24 06:00:00+00,,2025/05/07 05:00:00+00,,2025/07/07 05:00:00+00,,2028/05/28 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2020/05/13 05:00:00+00,2025/02/24 06:00:00+00,2025/05/07 05:00:00+00,2025/07/07 05:00:00+00,2028/05/28 05:00:00+00,04,1715657,0,0,13263.64,4,550.099810363294
255638,1011956,PB17V293,Alpha Rd from Barton Dr to Noel Rd,Part of Street Thoroughfare Group 17-1106,2017,Street and Transportation,Street Reconstruction Thoroughfares,On Hold,PBW,Curran Stokes,,curran.stokes@dallas.gov,1066503,,2023/08/09 05:00:00+00,,2025/06/05 05:00:00+00,,2025/09/24 05:00:00+00,,2026/01/05 06:00:00+00,,2027/01/05 06:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/01/18 06:00:00+00,2023/08/09 05:00:00+00,2025/06/05 05:00:00+00,2025/09/24 05:00:00+00,2026/01/05 06:00:00+00,2027/01/05 06:00:00+00,11,1066504,100602.98,0,1897.86,11,657.70466718981
255639,1011957,PB17V294,Alpha Rd from Noel Rd to Montfort Dr,Part of Street Thoroughfare Group 17-1106,2017,Street and Transportation,Street Reconstruction Thoroughfares,On Hold,PBW,Curran Stokes,,curran.stokes@dallas.gov,2029317,,2023/08/09 05:00:00+00,,2025/06/05 05:00:00+00,,2025/09/24 05:00:00+00,,2026/01/05 06:00:00+00,,2027/01/05 06:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/01/18 06:00:00+00,2023/08/09 05:00:00+00,2025/06/05 05:00:00+00,2025/09/24 05:00:00+00,2026/01/05 06:00:00+00,2027/01/05 06:00:00+00,11,2029317,244033.75,0,2106.91,11,1410.47829719452
255640,1011958,PB17V295,Frankford Rd (Wb Lane Only) from City Limit to Appleridge Dr,"Street Reconstruction Thoroughfares, Part of Street Reconstruction Group 17-1207. ",2017,Street and Transportation,Street Reconstruction Thoroughfares,Complete,PBW,Lonnie Geiger,,lonnie.geiger@dallas.gov,1353262,2018/11/28 06:00:00+00,2018/11/28 06:00:00+00,2019/08/31 05:00:00+00,2019/08/31 05:00:00+00,,2019/12/11 06:00:00+00,2020/07/13 05:00:00+00,2020/07/13 05:00:00+00,2022/06/07 05:00:00+00,2022/06/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/08/04 05:00:00+00,2018/11/28 06:00:00+00,2019/08/31 05:00:00+00,2019/12/11 06:00:00+00,2020/07/13 05:00:00+00,2022/06/07 05:00:00+00,12,1353262,2306221.87,1010956.73,1089258.39,12,1317.48236847196
255641,1011959,PB17V296,Lemmon Ave from Douglas Ave to Wycliff Ave,,2017,Street and Transportation,Street Resurfacing,Complete,PBW,Christopher Lutz,214-671-0077,christopher.lutz@dallascityhall.com,1144230,,2019/04/10 05:00:00+00,,2020/06/13 05:00:00+00,,2020/10/25 05:00:00+00,2019/07/29 05:00:00+00,2019/07/29 05:00:00+00,2019/09/11 05:00:00+00,2019/09/11 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/07/27 05:00:00+00,2019/04/10 05:00:00+00,2020/06/13 05:00:00+00,2020/10/25 05:00:00+00,2019/07/29 05:00:00+00,2019/09/11 05:00:00+00,14,1144230,453214.91,0,0,14,553.445251183613
255642,1011960,PB17V298,Maple Ave from McKinney Ave to Mahon St,Street Reconstruction Thoroughfares 17-1048,2017,Street and Transportation,Street Reconstruction Thoroughfares,In Service,PBW,Sirak Bahta,214-948-4440,Sirak.Bahta@Dallascityhall.com,1132488,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,2020/06/08 05:00:00+00,2020/06/08 05:00:00+00,2020/09/23 05:00:00+00,2020/09/23 05:00:00+00,2021/12/03 06:00:00+00,2021/12/03 06:00:00+00,,2024/09/12 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/18 06:00:00+00,2019/01/09 06:00:00+00,2020/06/08 05:00:00+00,2020/09/23 05:00:00+00,2021/12/03 06:00:00+00,2024/09/12 05:00:00+00,14,1132488,2166588.87,657379.73,1070353.78,14,757.124523184608
255643,1011961,PB17V297,Lemmon Ave E from Lemmon Ave E to Oak Grove Ave,Street Reconstruction Thoroughfares PB17V297,2017,Street and Transportation,Street Reconstruction Thoroughfares,Under Design,PBW,Curran Stokes,,curran.stokes@dallas.gov,577490,,2021/09/22 05:00:00+00,,2025/01/20 06:00:00+00,,2025/04/23 05:00:00+00,,2025/07/07 05:00:00+00,,2026/07/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2021/09/22 05:00:00+00,2025/01/20 06:00:00+00,2025/04/23 05:00:00+00,2025/07/07 05:00:00+00,2026/07/07 05:00:00+00,14,577490,156185.37,175673.74,290426.28,14,791.248267055361
255644,1011962,PB17V299,N Fitzhugh Ave from McKinney Ave to Cole Ave,Street Reconstruction Project 17-1406,2017,Street and Transportation,Street Reconstruction Thoroughfares,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,956033,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/08/19 05:00:00+00,,2025/08/19 05:00:00+00,,2025/11/03 06:00:00+00,,2027/05/03 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/08/19 05:00:00+00,2025/08/19 05:00:00+00,2025/11/03 06:00:00+00,2027/05/03 05:00:00+00,14,956033,419273.35,56818.71,148762.1,14,462.176619003146
255645,1011963,PB17V301,N Munger Blvd from Junius St to Gaston Ave,Street Reconstruction Group Number: 17-1410,2017,Street and Transportation,Street Reconstruction Thoroughfares,Under Construction,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,848539,2019/06/12 05:00:00+00,2019/06/12 05:00:00+00,2022/05/29 05:00:00+00,2022/05/29 05:00:00+00,2023/03/08 06:00:00+00,2023/03/08 06:00:00+00,,2024/12/14 06:00:00+00,,2025/10/31 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/06/12 05:00:00+00,2022/05/29 05:00:00+00,2023/03/08 06:00:00+00,2024/12/14 06:00:00+00,2025/10/31 05:00:00+00,14,848540,2557465.7,631552.32,1587554.91,14,451.534557385632
