OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
106670,1008865,PB12S290,Meadow Stone Ln (2705-2759) And Meadow Gate Ln (2710-2762) A,,2012,Street and Transportation,Alley Reconstruction,Complete,PBW,Derek White,214-948-4308,derek.white@dallas.gov,162800,,2013/12/11 06:00:00+00,,2014/07/09 05:00:00+00,2015/05/27 05:00:00+00,2015/05/27 05:00:00+00,,2015/05/20 05:00:00+00,,2017/05/09 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/10/02 05:00:00+00,2013/12/11 06:00:00+00,2014/07/09 05:00:00+00,2015/05/27 05:00:00+00,2015/05/20 05:00:00+00,2017/05/09 05:00:00+00,08,162800,104255.79,103715.52,106839.76,8,751.05179464048
106671,1008866,PB12S291,Midbury Dr (7806-7848) And Northaven Rd (7807-7847) A8756,"Alley Reconstruction Group 12-2046Full Alley Reconstruction, 570 LF Concrete Pavement.",2012,Street and Transportation,Alley Reconstruction,Complete,PBW,Luis Montano,,luis.montano@dallascityhall.com,129000,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2016/06/09 05:00:00+00,2016/03/27 05:00:00+00,2016/12/14 06:00:00+00,2017/01/16 06:00:00+00,2017/04/03 05:00:00+00,2017/02/05 06:00:00+00,2018/07/13 05:00:00+00,2018/05/17 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/09/04 05:00:00+00,2013/09/25 05:00:00+00,2016/06/09 05:00:00+00,2016/12/14 06:00:00+00,2017/04/03 05:00:00+00,2018/07/13 05:00:00+00,11,129000,-186629.25,16626.65,28789.23,11,588.578862767043
106672,1008867,PB12S292,Misty Meadow Dr (3403-3523) And Meadowchase Way (17903-17923) A11583,"Limits for this project:Alley behind Misty Meadow Drive and Meadowchase Way from Meadowchase way to Lot 19, Blk 10/8752 PB12S292",2012,Street and Transportation,Alley Reconstruction,Complete,STS,,,,230100,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/09/04 05:00:00+00,,,,,,TBD,230100,276252.19,270932.71,283576.93,12,1325.20302863338
106673,1008868,PB12S293,Overwood Rd (9406-9536) And Parkford Dr (9407-9529) A8357,,2012,Street and Transportation,Alley Reconstruction,Complete,STS,,,,241400,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/09/04 05:00:00+00,,,,,,TBD,241400,245403.92,257593.8,269725.8,10,1102.02956854408
106674,1008869,PB12S294,Park Grove Ln (18627-18851) And Kirkmeadow Ln (4007-4131) A10466,"Reconstruction of alley connected to Timberglen Rd, located between Kirkmeadow Dr and Park Grove Ln.Part of Alley Group 12-2034",2012,Street and Transportation,Alley Reconstruction,Complete,STS,Travis Coltharp,,travis.coltharp@dallas.gov,302500,2015/02/25 06:00:00+00,2015/02/25 06:00:00+00,2020/05/13 05:00:00+00,2020/05/13 05:00:00+00,2020/09/23 05:00:00+00,2020/09/23 05:00:00+00,2021/03/01 06:00:00+00,2021/03/01 06:00:00+00,2022/04/11 05:00:00+00,2022/04/11 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/08/03 05:00:00+00,2015/02/25 06:00:00+00,2020/05/13 05:00:00+00,2020/09/23 05:00:00+00,2021/03/01 06:00:00+00,2022/04/11 05:00:00+00,TBD,302500,163104.14,322606.87,4917.94,12,1382.10230328124
106675,1008870,PB12S295,Parkford Dr (9819-9963) And Ridgehaven Dr (9806-9950) A8324,,2012,Street and Transportation,Alley Reconstruction,Complete,STS,,,,308400,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/09/04 05:00:00+00,,,,,,TBD,308400,338499.23,327098.87,342495.37,10,1408.01514334764
106676,1008871,PB12S296,Racine Dr (6507-6711) And Autumn Woods Trl (6506-6658) A6456,,2012,Street and Transportation,Alley Reconstruction,Complete,STS,Derek White,214-948-4308,derek.white@dallas.gov,416900,2013/10/23 05:00:00+00,2013/10/23 05:00:00+00,,2014/09/24 05:00:00+00,2015/05/27 05:00:00+00,2015/05/27 05:00:00+00,,2015/08/05 05:00:00+00,,2017/07/25 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023/05/04 05:00:00+00,2013/10/23 05:00:00+00,2014/09/24 05:00:00+00,2015/05/27 05:00:00+00,2015/08/05 05:00:00+00,2017/07/25 05:00:00+00,TBD,416900,1105181.11,601714.35,707632.24,3,2558.59637298777
106677,1008872,PB12S297,Roundrock Rd (7707-7823) And Briaridge Rd (7708-7820) A9272,,2012,Street and Transportation,Alley Reconstruction,Complete,STS,,,,182000,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/10/02 05:00:00+00,,,,,,TBD,182000,-26147.44,1499,1728.83,11,831.2575391423
106678,1008873,PB12S298,Rustic Valley Dr (7238-7420) And Echo Bluff Dr (7104-7132) A9142,,2012,Street and Transportation,Alley Reconstruction,Complete,PBW,,,,409600,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,,,,,,TBD,409600,404430.64,410885.2,437483.69,11,1870.36773909633
106679,1008874,PB12S299,Seedling Ln (2304-2524) And Old Mill Rd (2311-2519) A10364,Limits for this project:Alley between Old Mill Road and Seedling Lane from Medina Drive to Seeding Lane PB12S299,2012,Street and Transportation,Alley Reconstruction,Complete,STS,,,,353100,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,353100,340085.94,377243.24,394367.91,12,1610.90084935873
106680,1008875,PB12S300,Shoreview Rd (9222-9246) And Deer Trail Dr (8044-8044) A11633,,2012,Street and Transportation,Alley Reconstruction,Complete,STS,,,,71200,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/09/04 05:00:00+00,,,,,,TBD,71200,83730.81,88072.95,92406.1,10,320.679832387795
106681,1008876,PB12S301,Shoreview Rd (9506-9748) And Audelia Rd (8725-8725) A8400,,2012,Street and Transportation,Alley Reconstruction,Complete,PBW,,,,368900,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,368900,401640.82,392852.89,411802.61,10,1683.89141495002
106682,1008877,PB12S302,Spring Creek Rd (14906-15022) And Hillfawn Cir (7906-7916) A,,2012,Street and Transportation,Alley Reconstruction,Complete,PBW,,,,147600,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/07/27 05:00:00+00,,,,,,,147600,1373.97,684.25,1373.97,11,662.67592656606
106683,1008878,PB12S303,Spring Creek Rd (15408-15432) And Fallmeadow Ln (7927-7931),,2012,Street and Transportation,Alley Reconstruction,Complete,PBW,,,,86500,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/10/02 05:00:00+00,,,,,,,86500,720.54,487.5,720.54,11,394.826093401399
106684,1008879,PB12S304,Timber Creek Ln (6001-6037) And Gentle Knoll Ln (6002-6030) A9601,,2012,Street and Transportation,Alley Reconstruction,Complete,PBW,,,,153600,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/10/02 05:00:00+00,,,,,,TBD,153600,306053.11,292300.48,305902.45,12,1401.61375802109
106685,1008880,PB12S305,Tophill Ln (7405-7449) And Lynworth Dr (7408-7444) A9302,,2012,Street and Transportation,Alley Reconstruction,Complete,PBW,,,,165800,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/10/02 05:00:00+00,,,,,,TBD,165800,141682.36,140446.43,149049.37,11,756.534090830246
106686,1008881,PB12S306,Townsley Ct (17203-17215) A9648,"Alley Reconstruction Group 12-2033, Reconstruction of 526' Alley - New RC Paving, No Water, No Wastewater, Council Dist 12, Mapsco 5M",2012,Street and Transportation,Alley Reconstruction,Complete,PBW,Andrew Velasquez,2149484441,andrew.velasquez@dallas.gov,108000,2014/10/22 05:00:00+00,2014/10/22 05:00:00+00,2017/07/18 05:00:00+00,2017/07/18 05:00:00+00,2017/11/08 06:00:00+00,2017/11/08 06:00:00+00,2021/03/08 06:00:00+00,2021/03/08 06:00:00+00,2021/08/31 05:00:00+00,2021/08/31 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2025/02/01 06:00:00+00,2014/10/22 05:00:00+00,2017/07/18 05:00:00+00,2017/11/08 06:00:00+00,2021/03/08 06:00:00+00,2021/08/31 05:00:00+00,12,108000,66347.92,64551.35,58890.68,"12,Citywide",493.212427311672
106687,1008882,PB12S307,Tree Shadow Trl (5902-5942) And Flintshire Ct (5901-5923) A10769,"Reconstruction of alley connected to Mahogany Trl and Bentwood Trl, located between Tree Shadow Trl and Flintshire Ct.Part of Alley Group 12-2034",2012,Street and Transportation,Alley Reconstruction,Complete,PBW,Travis Coltharp,,travis.coltharp@dallas.gov,244900,2015/02/25 06:00:00+00,2015/02/25 06:00:00+00,2020/05/13 05:00:00+00,2020/05/13 05:00:00+00,2020/09/23 05:00:00+00,2020/09/23 05:00:00+00,2021/03/01 06:00:00+00,2021/03/01 06:00:00+00,2022/04/11 05:00:00+00,2022/04/11 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/08/04 05:00:00+00,2015/02/25 06:00:00+00,2020/05/13 05:00:00+00,2020/09/23 05:00:00+00,2021/03/01 06:00:00+00,2022/04/11 05:00:00+00,TBD,244900,278225.01,402709.38,-4692.87,12,1118.45852702143
106688,1008883,PB12S308,Bonnie View from Overton to Springview,Street reconstruction on Bonnie View Rd. from Overton Rd. to  Springview Ave.,2012,Street and Transportation,Street Reconstruction Thoroughfares,Complete,PBW,Kevin Taylor,,kevin.taylor1@dallascityhall.com,523300,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2018/01/08 06:00:00+00,2018/01/08 06:00:00+00,2018/04/25 05:00:00+00,2018/04/25 05:00:00+00,2018/09/17 05:00:00+00,2018/09/17 05:00:00+00,2019/11/20 06:00:00+00,2019/11/20 06:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/11/23 06:00:00+00,2013/09/25 05:00:00+00,2018/01/08 06:00:00+00,2018/04/25 05:00:00+00,2018/09/17 05:00:00+00,2019/11/20 06:00:00+00,04,523300,510235.72,67943.07,441301.99,4,416.202216467769
106689,1008884,PB12S309,Canada Dr from Hampton St to Westmoreland Rd,"Paving, Drainage, Bridge Replacement, Traffic signal at Westmoreland, Trinity Style Lighting, Water and Wastewater Improvements for Canada Dr from Westmoreland Rd to Hampton Road.Added Calypso Loop by SA#1- additional 1400 LF additional Lane of Traffic to South Canada Dr. crosses East side of Hampton bridge and connects to Calypso; added two additional Traffic Signals.",2012,Street and Transportation,Street Reconstruction Thoroughfares,Under Construction,STS,Osiris Muhammad,214-948-4541,osiris.muhammad@dallas.gov,4150000,2015/03/25 05:00:00+00,2015/03/25 05:00:00+00,2022/07/15 05:00:00+00,2022/07/15 05:00:00+00,2022/09/28 05:00:00+00,2022/09/28 05:00:00+00,2023/01/31 06:00:00+00,2023/01/31 06:00:00+00,,2025/12/16 06:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2015/03/25 05:00:00+00,2022/07/15 05:00:00+00,2022/09/28 05:00:00+00,2023/01/31 06:00:00+00,2025/12/16 06:00:00+00,06,4150000,-11820235.01,725053.53,1278038.92,6,5242.62822847919
106690,1008885,PB12S311,Ewing Ave (S) from Galloway Ave to Genoa Ave,"The improvements will include new- 10â€ thick 36 feet B-B wide Reinforced Concrete Pavement (1978 linear feet long)- Driveways (28)- Storm lines (405 linear feet)- Water lines (2,079 linear feet)- Wastewater lines (578 linear feet)",2012,Street and Transportation,Street Reconstruction Thoroughfares,Complete,STS,Derek White,214-948-4308,derek.white@dallas.gov,1161000,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2017/01/02 06:00:00+00,2017/01/02 06:00:00+00,2017/07/13 05:00:00+00,2017/07/13 05:00:00+00,2017/11/27 06:00:00+00,2017/11/27 06:00:00+00,,2019/11/30 06:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2013/09/25 05:00:00+00,2017/01/02 06:00:00+00,2017/07/13 05:00:00+00,2017/11/27 06:00:00+00,2019/11/30 06:00:00+00,TBD,1161000,4750036.82,405130.94,165882.34,4,1833.9884721473
106691,1008886,PB12S312,Fordham from Bonnie View to Illinois,Street reconstruction on Fordham Rd. from Bonnie View Rd. to Illinois Ave.,2012,Street and Transportation,Street Reconstruction Thoroughfares,Complete,PBW,Kevin Taylor,,kevin.taylor1@dallascityhall.com,1521300,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2018/02/07 06:00:00+00,2018/02/07 06:00:00+00,2018/04/25 05:00:00+00,2018/04/25 05:00:00+00,2018/12/20 06:00:00+00,2018/12/20 06:00:00+00,2019/11/20 06:00:00+00,2019/11/20 06:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2013/09/25 05:00:00+00,2018/02/07 06:00:00+00,2018/04/25 05:00:00+00,2018/12/20 06:00:00+00,2019/11/20 06:00:00+00,04,1521300,2649966.72,246499.39,2466073.86,4,3314.88018337756
106692,1008887,PB12S313,Hampton Rd (S) from Crow Creek Dr to north of W. Ledbetter Dr.,"Resurfacing Pavement and reconstructing sidewalk, driveways, striping and median lights.",2012,Street and Transportation,Street Resurfacing,Complete,PBW,Tony Payberah,,tony.payberah@dallas.gov,1855900,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2018/06/30 05:00:00+00,2018/06/30 05:00:00+00,2019/04/18 05:00:00+00,2019/04/18 05:00:00+00,2020/04/23 05:00:00+00,2020/04/23 05:00:00+00,2021/04/23 05:00:00+00,2021/04/23 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/30 05:00:00+00,2013/09/25 05:00:00+00,2018/06/30 05:00:00+00,2019/04/18 05:00:00+00,2020/04/23 05:00:00+00,2021/04/23 05:00:00+00,04,1855900,696670.27,1804548.52,253531.18,3,1745.74199196727
106693,1008888,PB12S314,Hillcrest Rd from Wester Way to McKamy,,2012,Street and Transportation,Street Reconstruction Thoroughfares,Complete,PBW,Derek White,214-948-4308,derek.white@dallas.gov,615800,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/07/27 05:00:00+00,,,,,,TBD,615800,624355.92,605824.51,639327.08,12,788.974739642997
106694,1008889,PB12S315,Lindsley from Beacon to Munger,,2012,Street and Transportation,Street Reconstruction Thoroughfares,,PBW,,,,2284000,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/09/04 05:00:00+00,,,,,,TBD,2284000,341814.76,0,0,2,2582.32579854387
106695,1008890,PB12S316,Maple Ave from 700' south of Mockingbird Ln to Mockingbird Ln,"Part of Street Group 12-463. Scope includes paving and drainage improvements of 800 liner feet of 48 feet wide, 11-inch thick, storm drainage, traffic signal and street lighting improvements at the intersection of Maple Avenue and Mockingbird Lane, replace 780 linear feet of wastewater main and other miscellaneous items to complete the project.  Sidewalks on either side of Maple Avenue will not be replaced, but 2 feet widening of the sidewalk on the western side will be provided.  Driveway approach up to the R.O.W shall be replaced. ",2012,Street and Transportation,Street Reconstruction Thoroughfares,In Service,STS,Getachew Gulti,,getachew.gulti@dallas.gov,730200,2014/03/26 05:00:00+00,2014/03/26 05:00:00+00,2022/06/13 05:00:00+00,2022/06/13 05:00:00+00,2022/09/28 05:00:00+00,2022/09/28 05:00:00+00,,2023/03/27 05:00:00+00,,2025/02/28 06:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/04 06:00:00+00,2014/03/26 05:00:00+00,2022/06/13 05:00:00+00,2022/09/28 05:00:00+00,2023/03/27 05:00:00+00,2025/02/28 06:00:00+00,02,730200,-393285.31,138788,2080846.27,2,689.77789371336
106696,1008891,PB12S317,Merit from Park Central to Clodus Fields,Street Reconstruction 12-627Full Reconstruction of 1100LF of existing pavement,2012,Street and Transportation,Street Reconstruction Thoroughfares,Complete,STS,Luis Montano,,luis.montano@dallascityhall.com,1052700,2013/11/12 06:00:00+00,2013/11/12 06:00:00+00,2015/08/07 05:00:00+00,2015/08/07 05:00:00+00,2015/10/28 05:00:00+00,2015/10/28 05:00:00+00,2015/12/14 06:00:00+00,2015/12/14 06:00:00+00,2018/07/13 05:00:00+00,2018/07/13 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/01/18 06:00:00+00,2013/11/12 06:00:00+00,2015/08/07 05:00:00+00,2015/10/28 05:00:00+00,2015/12/14 06:00:00+00,2018/07/13 05:00:00+00,11,1052700,1720434.59,116822.95,1698348.29,11,1036.62906328201
106697,1008892,PB12S318,Munger Blvd (N) from Rieger to Tremont,,2012,Street and Transportation,Street Reconstruction Thoroughfares,Complete,STS,,,,1135500,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/03 05:00:00+00,,,,,,TBD,1135500,992885.83,1034068.97,1108696.42,14,822.528255951663
106698,1008893,PB12S319,Overton Rd (E) from Biglow to Garrison,,2012,Street and Transportation,Street Reconstruction Thoroughfares,Complete,STS,,,,1510300,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,,,,,,TBD,1510300,-1521893.14,1946818.84,2075057.83,4,1820.72355826279
106699,1008894,PB12S320,Woodmeadow from La Prada west to the end of divided roadway,"Part of Street Group 12-463. Scope includes paving and drainage improvement of approximately 2,000 linear feet (1,600 LF - 23 feet wide; 300 LF - 37 feet wide; 100 LF - 66 feet wide at turning lanes within medians).  11-inch thick.  4-foot sidewalk adjacent to the curb on the eastern side of Woodmeadow Parkway will be provided. Driveways up to the R.O.W shall be replaced. 1,600 LF of existing 21-inch concrete wastewater main will be replaced with 24-inch wastewater main.  ",2012,Street and Transportation,Street Reconstruction Thoroughfares,In Service,PBW,Getachew Gulti,,getachew.gulti@dallas.gov,1703800,2014/03/26 05:00:00+00,2014/03/26 05:00:00+00,2017/09/30 05:00:00+00,2017/09/30 05:00:00+00,,2022/09/28 05:00:00+00,,2023/03/27 05:00:00+00,,2025/02/28 06:00:00+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025/01/18 06:00:00+00,2014/03/26 05:00:00+00,2017/09/30 05:00:00+00,2022/09/28 05:00:00+00,2023/03/27 05:00:00+00,2025/02/28 06:00:00+00,09,1703800,6517945.6,4064850.91,4125049.54,9,1739.38044403954
106700,1008895,PB12S321,Abrams Rd from Mockingbird Ln to Lange Cir,,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,524600,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,524600,548575.1,569924.48,597628.96,9,1894.40016021715
106701,1008896,PB12S323,Alpha from Peyton to Coit,,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,786700,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,786700,744283.98,744398.02,744398.02,11,4533.72205775342
106702,1008897,PB12S324,Ambassador Row from Regal Row to Dividend Drive,,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,714600,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/08/29 05:00:00+00,,,,,,TBD,714600,594106.62,681643.74,714831.73,6,3137.00392877145
106703,1008898,PB12S325,Avondale from Throckmorton to Oak Lawn Ave,,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,106900,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023/05/04 05:00:00+00,,,,,,TBD,106900,99622.25,107263.19,112171.96,14,643.809898496988
106704,1008899,PB12S326,Bonnie View from Springview to Fordham,,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,316400,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,316400,85027.98,213816.8,223985.25,4,1373.71456444736
106705,1008900,PB12S327,Bowen St from McKinney Ave to Turtle Creek,,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,260000,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023/05/04 05:00:00+00,,,,,,TBD,260000,191647.33,238649.24,250399.91,14,1519.52590461921
106706,1008901,PB12S328,Bruton Rd from McKim to N Prairie Creek,,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,348800,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024/08/29 05:00:00+00,,,,,,TBD,348800,248302.32,301789.14,316634.72,5,1296.14001521358
106707,1008902,PB12S329,Camp Wisdom Rd (W) from Woodwick Dr to Polk St,,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,206900,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,206900,0,93877.84,98427.08,8,498.968587937283
106708,1008903,PB12S330,Carlisle St from Sneed St to N. Hall St,,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,217600,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/02 05:00:00+00,,,,,,TBD,217600,217060.39,217060.39,227761.27,14,1387.60041705927
106709,1008904,PB12S331,Cedar Springs Rd from Inwood Rd to W. Mockingbird Ln,,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,737500,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/10/06 05:00:00+00,,,,,,TBD,737500,324020.22,324021.42,326570.51,2,3380.87806532675
106710,1008905,PB12S332,Cole from Harvard to Lee,Project may be cancelled and/or reprogrammed ,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,664700,,,,,,2021/02/21 06:00:00+00,,2021/02/24 06:00:00+00,,2021/10/22 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/30 05:00:00+00,,,2021/02/21 06:00:00+00,2021/02/24 06:00:00+00,2021/10/22 05:00:00+00,TBD,664700,95441.72,105901.24,93858.86,14,4013.16901830055
106711,1008906,PB12S333,Corinth St (S) from Woodbine Ave to 11th St,,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,243400,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/10/02 05:00:00+00,,,,,,TBD,243400,243658.5,242796.41,254766.05,4,1187.59151646068
106712,1008907,PB12S334,Easton Rd from Garland Rd to Gus Thomasson (Zacha Dr),,2012,Street and Transportation,Street Resurfacing,,PBW,,,,451800,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,,451800,33163.75,33163.75,34506.06,9,1705.80587043454
106713,1008908,PB12S335,Easton Rd from Northwest Highway to concrete east of Bon Aire Dr,Street Resurfacing ,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,710700,,,,,2017/02/24 06:00:00+00,2017/05/24 05:00:00+00,2017/08/04 05:00:00+00,2017/08/04 05:00:00+00,2017/12/14 06:00:00+00,2017/12/14 06:00:00+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,2017/02/24 06:00:00+00,2017/08/04 05:00:00+00,2017/12/14 06:00:00+00,09,710700,734546.98,454077.5,475924.26,9,2798.4459695627
106714,1008909,PB12S336,Edgefield from Clarendon to Illinois,Street Resurfacing ,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,889600,,,,,2017/05/12 05:00:00+00,2017/05/12 05:00:00+00,2017/06/01 05:00:00+00,2017/06/01 05:00:00+00,2017/08/14 05:00:00+00,2017/08/14 05:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,2017/05/12 05:00:00+00,2017/06/01 05:00:00+00,2017/08/14 05:00:00+00,01,889600,944677.23,625452.97,650348,1,5293.19751238254
106715,1008910,PB12S337,Empire Central St from Harry Hines Blvd to Heartsill Dr,,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,374300,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,374300,406612.54,406652.5,426419.54,2,1845.4719877731
106716,1008911,PB12S338,Ewing Ave (S) from IH 35 to Viola,,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,91300,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,91300,0,16282.88,17033.2,4,574.799214384269
106717,1008912,PB12S339,Ewing from 8th to Comal,,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,305500,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,305500,285571.85,295054.92,309594.05,1,2202.19319366884
106718,1008913,PB12S340,Ferndale Rd from Linkwood to Longmont,Street Resurfacing ,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,66700,,2018/04/02 05:00:00+00,,2018/02/13 06:00:00+00,2017/01/08 06:00:00+00,2017/01/08 06:00:00+00,2017/01/23 06:00:00+00,2017/01/23 06:00:00+00,2017/03/16 05:00:00+00,2017/03/16 05:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023/05/04 05:00:00+00,2018/04/02 05:00:00+00,2018/02/13 06:00:00+00,2017/01/08 06:00:00+00,2017/01/23 06:00:00+00,2017/03/16 05:00:00+00,10,66700,72465.75,72465.75,75988.22,10,362.290974289485
106719,1008914,PB12S341,Ferndale Rd from Shoreview to NW Highway,Street Resurfacing ,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,91500,,,,,2017/02/24 06:00:00+00,2017/02/24 06:00:00+00,2017/03/05 06:00:00+00,2017/03/05 06:00:00+00,2017/06/12 05:00:00+00,2017/06/12 05:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023/05/04 05:00:00+00,,,2017/02/24 06:00:00+00,2017/03/05 06:00:00+00,2017/06/12 05:00:00+00,10,91500,102967.5,46884.86,48912.9,10,663.237952357192
106720,1008915,PB12S342,Ferndale Rd from Walnut Hill Ln to Vistadale Dr,,2012,Street and Transportation,Street Resurfacing,Complete,STS,,,,636000,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,636000,0,520309.77,545176.05,10,3450.96476708391
106721,1008916,PB12S343,Forest from High Meadow to Josey,,2012,Street and Transportation,Street Resurfacing,Complete,PBW,,,,1277900,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023/05/04 05:00:00+00,,,,,,TBD,1277900,597491.73,990305.77,1032762.27,13,3938.0205703282
