OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
102438,1020468,PB24Y113,500-1000 S Malcolm X Blvd,Project Group 24-1006,2024,Street and Transportation,Street Reconstruction - Collectors,Remaining To Be Awarded,,Michael Athanasius,,michael.athanasius@dallas.gov,565645,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,02,565645,83999,0,0,2,134.443562718856
102439,1020469,PB24Y114,100-200 N Cliff St,Project Group 24-4002,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Hani Jaser,2149484124,hani.jaser@dallas.gov,2166070,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,04,2166070,0,0,0,4,938.293122248419
102440,1020470,PB24Y115,10800 Estacado Dr,"Part of Project Group 24-9002; 10800 Estacado Dr",2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Curran Stokes,,curran.stokes@dallas.gov,1195239,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,09,1195239,177494,0,0,9,880.520835596688
102441,1020471,PB24Y358,9600-9800 Baseline Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,437857,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,10,437857,0,0,0,10,791.51168371755
102442,1020472,PB24Y116,11200 Shans St,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,533162,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/14 06:00:00+00,,,,,,13,533162,0,0,0,13,393.263580363387
102443,1020473,PB24Y359,9600-9900 Bluffcreek Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,996651,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,07,996651,0,0,0,7,2492.21839582273
102444,1020474,PB24Y117,1200 Hoke Smith Dr,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,823374,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,04,823374,122271,0,0,4,439.226757743546
102445,1020475,PB24Y118,1300 Claude St,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,1048234,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,04,1048234,155663,0,0,4,769.204810721561
102446,1020476,PB24Y119,2000 Clymer St,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,312360,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,06,312360,0,0,0,6,331.483212952718
102447,1020477,PB24Y360,"9700 Springtree Ln, 9700-9800 Summerwood Cir",,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,712706,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,10,712706,0,0,0,10,1409.77238127219
102448,1020478,PB24Y361,9800 Matchpoint Pl,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,168206,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,10,168206,0,0,0,10,235.575081266387
102449,1020479,PB24Y362,9800 Victorian Ct,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,174867,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,10,174867,0,0,0,10,317.712752364741
102450,1020572,PB24Y395,100-128 N Clinton Ave & 103-131 N Winnetka Ave (A01563),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,220883,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,01,220883,0,0,0,1,469.499717161059
102451,1020573,PB24Y396,102-128 S Clinton Ave & 101-213 S Winnetka Ave (A01560),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,240140,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,01,240140,0,0,0,1,511.398127735229
102452,1020574,PB24Y397,203-319 N Willomet Ave & 202-318 N Winnetka Ave (A01565),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,300000,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,01,300000,0,0,0,1,613.006254721101
102453,1020575,PB24Y398,2508-2532 Warren Ave & 2505-2529 Lenway St (A01307),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,207701,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,07,207701,0,0,0,7,452.879190692658
102454,1020576,PB24Y399,301-411 S Montclair Ave & 302-410 S Rosemont Ave (A01819),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,312239,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,01,312239,0,0,0,1,681.08005205028
102455,1020577,PB24Y400,303-427 S Clinton Ave & 300-342 S Edgefield Ave (A01772),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,301693,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,01,301693,0,0,0,1,658.211066341269
102456,1020578,PB24Y401,3100-3116 Main St & 3101-3117 Commerce St (A17768),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,149930,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,02,149930,0,0,0,2,327.194050680911
102457,1020579,PB24Y402,3600-3636 Wendelkin St & 3609-3639 S Central Expy (A01339),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,258594,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,07,258594,0,0,0,7,564.463524016633
102458,1020580,PB24Y403,3706-3718 Wendelkin St & 3711-3721 S Central Expy (A01340),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,132048,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,07,132048,0,0,0,7,340.915305487598
102459,1020581,PB24Y404,4004-4036 Roswell & 4005-4023 Hall (A455/A11919/Strange St),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,438551,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/21 06:00:00+00,,,,,,14,438551,0,0,0,14,552.331006897664
102460,1020582,PB24Y405,4203-4443 Bonham St & 4224-4372 Royal Ridge Dr (A11701),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,780367,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/21 06:00:00+00,,,,,,13,780367,0,0,0,13,1701.50822722889
102461,1020583,PB24Y406,4209-4223 Firewood Dr & 5931-5939 Golden Gate Dr (A09980),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,133424,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,08,133424,0,0,0,8,290.678029045894
102462,1020584,PB24Y407,4315-4323 Colonial Ave & 1637 Stoneman St (A01359),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,83906,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,07,83906,0,0,0,7,183.218858450684
102463,1020585,PB24Y408,4407-4423 Colonial Ave & 1634-1638 Stoneman St (A01357),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,168270,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,07,168270,0,0,0,7,366.89262257773
102464,1020586,PB24Y409,4502-4518 Roberts Ave & 4503-4519 Bradshaw St (A01316),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,136633,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,07,136633,0,0,0,7,298.242102528219
102465,1020587,PB24Y410,4502-4630 Kelton Dr & 4507-4631 Newmore Ave (A02914),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,386000,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,06,386000,0,0,0,6,839.98193005217
102466,1020588,PB24Y411,4505-4563 Isabella Ln & 4506-4554 Harrys Ln (A03108),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,448412,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/21 06:00:00+00,,,,,,13,448412,0,0,0,13,978.223923090788
102467,1020589,PB24Y412,6106-6166 Llano Ave & 6107-6167 Velasco Ave (A00686),Part of Street Reconstruction Group 24-1311. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Abel Mulenga,,Abel.mulenga@dallas.gov,995686,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/11/18 06:00:00+00,,,,,,14,995686,0,0,0,14,862.774639975053
102468,1020590,PB24Y413,6439-6445 Rhapsody Ln & 6438 Silvery Moon Dr (A06677),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,56396,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,"03,08",56396,0,0,0,"3,8",123.208901293571
102469,1020591,PB24Y414,7702-7718 Roper St & 7703-7719 Linwood Ave (A02888),This is part of Project Group 24-7001.,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,136000,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/23 06:00:00+00,,,,,,06,136000,0,0,0,6,294.789530203982
102470,1020592,PB24Y415,914-934 Sunset Ave & 925-939 W Jefferson Blvd (A01558),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,191588,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,01,191588,0,0,0,1,386.862638456191
102471,1020593,PB24Y416,1000 Centre St,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,166370,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,01,166370,0,0,0,1,149.045497234315
102472,1020594,PB24Y417,17800 Windpiper Dr,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,703450,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025/01/14 06:00:00+00,,,,,,12,703450,105518,0,0,12,792.169777290672
102473,1020595,PB24Y418,1800-2000 Emmett St,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,1425280,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/31 06:00:00+00,,,,,,01,1425280,0,0,0,1,1149.34936656997
102474,1020596,PB24Y419,200 Beckley Hills Dr,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,646813,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,08,646813,0,0,0,8,601.597721676579
102475,1020597,PB24Y420,2100-2200 Winsted Dr,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,3767844,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,09,3767844,0,0,0,9,1957.28165811306
102476,1020598,PB24Y421,2800 Virgil St,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,423728,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,02,423728,0,0,0,2,408.826285606526
102477,1020599,PB24Y422,2900-3000 Hudnall St,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,842273,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,02,842273,0,0,0,2,604.274137278366
102478,1020600,PB24Y423,500-1200 Hillburn Dr,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Mehari Abraha,,mehari.abraha@dallas.gov,6525110,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/19 06:00:00+00,,,,,,05,6525110,0,0,0,5,5259.1922025201
102479,1020601,PB24Y424,6100-6700 Jeane St,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Osiris Muhammad,214-948-4541,osiris.muhammad@dallas.gov,5800680,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/02/03 06:00:00+00,,,,,,05,5800680,0,0,0,5,3597.10175051376
102480,1020602,PB24Y425,6400-6500 Trammel Dr,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Mehari Abraha,,mehari.abraha@dallas.gov,2686111,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025/01/19 06:00:00+00,,,,,,09,2686111,0,0,0,9,1965.96187986147
102481,1020603,PB24Y426,6500 Gold Dust Trl,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,413286,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025/01/14 06:00:00+00,,,,,,12,413286,61373,0,0,12,356.363421940126
102482,1020604,PB24Y427,6600-6700 Shell Flower Ln,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Travis Coltharp,,travis.coltharp@dallas.gov,1754398,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025/01/23 06:00:00+00,,,,,,12,1754398,0,0,0,12,1751.47647290323
102483,1020605,PB24Y428,6600-6800 Sawmill Rd,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Mehari Abraha,,mehari.abraha@dallas.gov,2531882,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025/01/19 06:00:00+00,,,,,,12,2531882,379783,0,0,12,2418.30165640953
102484,1020606,PB24Y429,Brandon St from S Marlborough Ave to S Montclair Ave,,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,,,,2308548,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,01,2308548,0,0,0,1,1483.61355347532
102485,1020607,PB24Y430,"Creek Bend Dr, Davenport Rd To Frankford Rd",,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Travis Coltharp,,travis.coltharp@dallas.gov,1467180,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025/01/23 06:00:00+00,,,,,,12,1467180,0,0,0,12,1299.90969187992
102486,1020608,PB24Y431,Grove Hill Road from Forney Road to Samuell Blvd,"Unimproved Street Construction; Grove Hill Road from Forney Road to Samuell Blvd",2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Curran Stokes,,curran.stokes@dallas.gov,4624898,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,07,4624898,0,0,0,7,3643.33291011692
102487,1020609,PB24Y432,"Levelland Rd, Duffield Dr To Winding Creek Rd",,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Travis Coltharp,,travis.coltharp@dallas.gov,2779474,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025/01/23 06:00:00+00,,,,,,12,2779474,416922,0,0,12,2226.85250701867
102488,1020610,PB24Y433,3908-3938 Kiestmeadow Dr & 3041 Kiestridge Dr (A09779),PROJECT GROUP 24-3001,2024,Street and Transportation,Alley Reconstruction,Remaining To Be Awarded,,Michael Athanasius,,michael.athanasius@dallas.gov,154973,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,03,154973,0,0,0,3,337.512909197557
102489,1020611,PB24Y434,3000 Marideen Ave,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,223260,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,03,223260,0,0,0,3,158.926328627648
102490,1020612,PB24Y435,3700-3800 Kiest Valley Pkwy,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,2624057,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,03,2624057,0,0,0,3,1546.17808360652
102491,1020613,PB24Y439,500 Ravenwood Dr,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,577710,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,05,577710,0,0,0,5,462.308027524583
102492,1020614,PB24Y440,9700 Faircloud Dr,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,1602457,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/10 06:00:00+00,,,,,,05,1602457,0,0,0,5,1106.39843755722
102493,1020615,PB24Y441,1200-1900 W Red Bird Ln,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,1667690,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/10/06 05:00:00+00,,,,,,03,1667690,1667690,0,0,3,6023.34078935788
102494,1020616,PB24Y442,5900 Old Ox Rd,CARAVAN TRL to E RED BIRD LN,2024,Street and Transportation,Street Resurfacing - Collectors,Remaining To Be Awarded,,,,,215558,,,,,,2025/03/01 06:00:00+00,,2025/03/01 06:00:00+00,,2025/04/12 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/03/01 06:00:00+00,2025/03/01 06:00:00+00,2025/04/12 05:00:00+00,03,215558,0,0,0,3,636.022406829417
102495,1020617,PB24Y443,1100-1200 Templecliff Dr,SARAH LEE DR to LAKE JUNE RD,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,522325,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,05,522325,522325,0,0,5,1305.95556543039
102496,1020618,PB24Y444,1200-1300 Serenade Ln,WHISPERING TRL to SINGING HILLS DR,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,543930,,,,,,2025/03/01 06:00:00+00,,2025/03/01 06:00:00+00,,2025/04/12 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/03/01 06:00:00+00,2025/03/01 06:00:00+00,2025/04/12 05:00:00+00,03,543930,543930,0,0,3,1361.20821954566
102497,1020619,PB24Y445,1300-1500 Traymore Ave,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,846718,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,05,846718,0,0,0,5,2118.22920713134
102498,1020620,PB24Y446,1400 Autumn Leaves Trl,SINGING HILLS DR to WAGON WHEELS TRL,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,Christopher Lutz,214-671-0077,christopher.lutz@dallascityhall.com,486751,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,03,486751,486751,0,0,3,1216.28745168324
102499,1020621,PB24Y447,1500-1700 Indian Summer Trl,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,675344,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,675344,0,0,0,3,1518.20026059485
102500,1020622,PB24Y448,1600-1700 Solitude Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,431116,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,431116,0,0,0,3,1077.55004060573
102501,1020623,PB24Y449,2400 W Five Mile Pkwy,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,421126,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,421126,0,0,0,3,1053.17139474261
102502,1020624,PB24Y450,2900 El Tovar Ave,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,128734,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,128734,0,0,0,3,351.967653961197
102503,1020625,PB24Y451,3400 Timbercrest Ln,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,220350,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,220350,0,0,0,3,551.112593149534
102504,1020626,PB24Y452,3700 Kiest Knoll Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,287925,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,287925,0,0,0,3,719.415938271397
102505,1020627,PB24Y453,4000 Shoreline Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,250401,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,250401,0,0,0,3,626.351011711985
102506,1020628,PB24Y454,5200-5900 Singing Hills Dr,E RED BIRD LN to UNIVERSITY HILLS BLVD,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,1288312,,,,,,2025/04/01 05:00:00+00,,2025/04/01 05:00:00+00,,2025/05/13 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/04/01 05:00:00+00,2025/04/01 05:00:00+00,2025/05/13 05:00:00+00,03,1288312,1288310,0,0,3,3686.32708014825
102507,1020629,PB24Y455,5400-5500 Junius St,DUMONT ST to N BEACON ST,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,325854,,,,,,2025/02/03 06:00:00+00,,2375/02/03 06:00:00+00,,2375/02/03 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2375/02/03 06:00:00+00,2375/02/03 06:00:00+00,14,325854,0,0,0,14,706.612002912147
102508,1020630,PB24Y456,5500 Ellsworth Ave,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,226360,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,226360,0,0,0,14,565.999727151178
102509,1020631,PB24Y457,5800 Beau Purple Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,252757,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,252757,0,0,0,3,631.459739546859
102510,1020632,PB24Y458,6000-6100 Singing Hills Dr,E RED BIRD LN to UNIVERSITY HILLS BLVD,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,794250,,,,,,2375/04/01 05:00:00+00,,2375/04/01 05:00:00+00,,2375/05/13 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2375/04/01 05:00:00+00,2375/04/01 05:00:00+00,2375/05/13 05:00:00+00,03,794250,0,0,0,3,1985.09379559686
102511,1020633,PB24Y459,6100-6300 Moonglow Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,733254,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,03,733254,0,0,0,3,1567.68218643439
102512,1020634,PB24Y460,6100-6300 Old Ox Rd,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,897481,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,06,897481,0,0,0,3,2650.47807693173
