OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
47520,1011555,TW12S765,Bahama Drive Relief System,"Relief system for Bahama Dr. south of Fort Worth Ave. - approx. 1,100 LF 8X6 box culvert, drainage area approx. 88 ac. - relieves flooding of street and structures at Wedglea Creek Garden Homes",2012,Flood Protection and Storm Drainage,Storm Drainage Relief System,Under Construction,TWM,,,,577000,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/12/14 06:00:00+00,,,,,,TBD,577000,1944082.04,1928381.01,1930497.9,1,1771.69809271297
47521,1011559,TW12S769,"Mill Creek, Peaks Branch and State Thomas","Construction of Mill Creek Phases I and II pressure sewer and start of purchase of ROW for creek restoration; Middle Peaks Branch Phases I and II pressure sewer; full relief from flooding in Deep Ellum and Baylor Hospital, partial relief north of Exall Pa",2012,Flood Protection and Storm Drainage,Storm Drainage Relief System,Under Construction,TWM,Milton Brooks,,,218600000,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2024/07/27 05:00:00+00,,,,,,TBD,218600000,0,0,0,"2,7,14,Citywide",26757.7044331137
47522,1011667,PB17V004,Glenleigh Dr. and Manning Ln. existing pavement to Manchester (alley),Part of Alley Petition Group 17-1302,2017,Street and Transportation,Alley Petitions,Under Construction,PBW,Kathie Parmelee,214-948-4482,kathie.parmelee@dallas.gov,62000,2019/03/27 05:00:00+00,2019/03/27 05:00:00+00,,2024/04/17 05:00:00+00,,2024/06/26 05:00:00+00,,2024/09/16 05:00:00+00,,2025/11/10 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/02/01 06:00:00+00,2019/03/27 05:00:00+00,2024/04/17 05:00:00+00,2024/06/26 05:00:00+00,2024/09/16 05:00:00+00,2025/11/10 06:00:00+00,13,62000,112300.49,14991,221869.05,13,453.892766296341
47523,1011668,PB17V006,Palo Pinto Ave. and Velasco Ave. from Concho St. to Skillman St. (alley),This project consist an alley petition project of the construction of 10-feet concrete pavement with flex base.  Part of Alley Group 17-1302,2017,Street and Transportation,Alley Petitions,Under Construction,PBW,Kathie Parmelee,214-948-4482,kathie.parmelee@dallas.gov,174000,2019/03/27 05:00:00+00,2019/03/27 05:00:00+00,2024/04/17 05:00:00+00,2024/04/17 05:00:00+00,2024/06/26 05:00:00+00,2024/06/26 05:00:00+00,,2024/09/16 05:00:00+00,,2025/09/16 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/03/27 05:00:00+00,2024/04/17 05:00:00+00,2024/06/26 05:00:00+00,2024/09/16 05:00:00+00,2025/09/16 05:00:00+00,14,174000,227745.8,21399.75,274664.96,14,674.487342160088
47524,1011669,PB17V005,Amhurst Ave. and Stanford Ave. from Linwood Ave. to Briarwood Ln. (alley),This project consist an alley petition project of the construction of 10-feet concrete pavement with flex base.  Part of Alley Group 17-1302,2017,Street and Transportation,Alley Petitions,Under Construction,PBW,Kathie Parmelee,214-948-4482,kathie.parmelee@dallas.gov,212000,2019/03/27 05:00:00+00,2019/03/27 05:00:00+00,,2024/04/17 05:00:00+00,,2024/06/26 05:00:00+00,,2024/09/23 05:00:00+00,,2025/11/17 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/02/01 06:00:00+00,2019/03/27 05:00:00+00,2024/04/17 05:00:00+00,2024/06/26 05:00:00+00,2024/09/23 05:00:00+00,2025/11/17 06:00:00+00,13,212000,258292.57,25163.5,322739.24,13,810.523248026336
47525,1011685,PB17V022,127-231 W Louisiana Ave & 118-228 Conrad St,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,416303,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,416304,1183307.46,54465.8,539723.85,4,1067.05250568984
47526,1011687,PB17V024,1621-1631 Windchime Dr & 1614-1626 Vatican Ln,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,86377,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,86377,505338.99,9067,240966.79,4,208.289811499381
47527,1011688,PB17V025,1708-1920 Vatican Ln & 1705-1921 Windchime Dr,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,343343,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,343343,791621,32302,376872.25,4,880.398652017127
47528,1011689,PB17V026,2104-2336 Dugald Pl & 2005-2249 E Illinois Ave,"Alley Reconstruction Group 17-4002Total length of Alley PB17V026 is 1098.33 feet, the right of way is 15' including a 10-foot wide concrete pavement.Contractor HD Way Concrete225 Days as the time schedule for the whole project (considering four alleys). 60 days for change order #1, and 200 days for the suspended period due to the utility conflicts should be added to the contract terms. End of contract will be July 17, 2024.		",2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Daryoush Mahjoob,,daryoush.mahjoob@dallas.gov,674981,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2021/04/30 05:00:00+00,2022/09/28 05:00:00+00,2022/09/28 05:00:00+00,2023/03/20 05:00:00+00,2023/03/20 05:00:00+00,,2025/06/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2022/09/28 05:00:00+00,2023/03/20 05:00:00+00,2025/06/30 05:00:00+00,04,674982,495982.22,351624.44,501485.6,4,1730.08735704927
47529,1011690,PB17V027,2211-2323 Deer Path Dr & 2905-3311 Kellogg Ave,"17-4002 Alley ReconstructionTotal length of Alley PB17V027 is 1654 feet, the right of way is 15' including a 10-foot wide concrete pavement and a 1580.7-foot 8"" wastewater line replacement.Contractor HD Way Concrete225 Days as the time schedule for the whole project (considering four alleys). 60 days for change order #1, and 200 days for the suspended period due to the utility conflicts should be added to the contract terms. End of contract will be July 17, 2024.	Construction Awarded Sep 28, 2022, construction started on 03/20/2023, anticipate completion for this alley is Winter 2024. 			",2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Daryoush Mahjoob,,daryoush.mahjoob@dallas.gov,561444,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2021/04/30 05:00:00+00,,2022/09/28 05:00:00+00,,2023/03/20 05:00:00+00,,2025/06/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2022/09/28 05:00:00+00,2023/03/20 05:00:00+00,2025/06/30 05:00:00+00,04,561444,837266.8,262966.31,655272.14,4,1439.15870227484
47530,1011691,PB17V028,2603-2931 Garapan Dr & 2502-2922 Nicholson Dr,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,666398,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,666398,2040815.24,157652.4,980774.39,4,1708.36417583004
47531,1011700,PB17V037,3004-3150 Kinkaid Dr & 3045-3155 Park Ln,Part of Alley Reconstruction Group 17-6003,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Abel Mulenga,,Abel.mulenga@dallas.gov,796250,2019/01/23 06:00:00+00,2019/01/23 06:00:00+00,,2023/04/21 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/02/12 06:00:00+00,2024/02/20 06:00:00+00,,2025/02/19 06:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/01/23 06:00:00+00,2023/04/21 05:00:00+00,2023/08/09 05:00:00+00,2024/02/12 06:00:00+00,2025/02/19 06:00:00+00,06,796250,2189794.14,91997.99,1102522.38,6,1972.29090559115
47532,1011703,PB17V040,3506-3658 High Vista Dr & 11960 Highdale Dr,Part of Alley Reconstruction Group 17-6003,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Abel Mulenga,,Abel.mulenga@dallas.gov,458322,2019/01/23 06:00:00+00,2019/01/23 06:00:00+00,,2023/04/21 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/02/12 06:00:00+00,2024/02/20 06:00:00+00,,2025/02/19 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/02/01 06:00:00+00,2019/01/23 06:00:00+00,2023/04/21 05:00:00+00,2023/08/09 05:00:00+00,2024/02/12 06:00:00+00,2025/02/19 06:00:00+00,06,458322,1433084.75,286415.15,702109.31,13,1438.93185963505
47533,1011713,PB17V050,5005-5207 Banting Way & 5411-5445 Endlery Pl,This project consists of  the reconstruction of 10-feet concrete pavement with flex base.  Part of Alley Group 17-7002,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,John Sakwa,,john.sakwa@dallas.gov,398762,2018/11/28 06:00:00+00,2018/11/28 06:00:00+00,2022/04/15 05:00:00+00,2022/04/15 05:00:00+00,2022/08/24 05:00:00+00,2022/08/24 05:00:00+00,2023/01/03 06:00:00+00,2023/01/03 06:00:00+00,,2025/07/30 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/02/03 06:00:00+00,2018/11/28 06:00:00+00,2022/04/15 05:00:00+00,2022/08/24 05:00:00+00,2023/01/03 06:00:00+00,2025/07/30 05:00:00+00,07,398762,885931.03,294311.99,409525.56,7,1252.38603917473
47534,1011723,PB17V060,2205-2341 Freeland Way & 2336-2328 Homeway Cir & 2204-2340 Babalos Ln,"Part of Alley Reconstruction Group 17-8003 Paving and drainage design of approximately 1,225 linear feet of 10 feet wide reinforced concrete alley pavement.",2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Shah Salman Ahmad,,shahsalman.ahmad@dallas.gov,393985,2019/04/24 05:00:00+00,2019/04/24 05:00:00+00,,2023/09/05 05:00:00+00,,2024/01/10 06:00:00+00,,2024/07/03 05:00:00+00,,2025/06/15 05:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/04/24 05:00:00+00,2023/09/05 05:00:00+00,2024/01/10 06:00:00+00,2024/07/03 05:00:00+00,2025/06/15 05:00:00+00,07,393985,110509.79,25205,841345.53,2,1236.88875978049
47535,1011724,PB17V061,"2711-2733 Groveridge Dr, 9606-9674 Briggs St, 9605-9621 Altacrest Dr & 2712-2768 N St Augustine Dr","Part of Alley Reconstruction Group 17-8003 Paving and drainage design of approximately 1,451 linear feet of 10 feet wide reinforced concrete alley pavement. ",2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Shah Salman Ahmad,,shahsalman.ahmad@dallas.gov,469151,2019/04/24 05:00:00+00,2019/04/24 05:00:00+00,,2023/09/05 05:00:00+00,,2024/01/10 06:00:00+00,,2024/07/03 05:00:00+00,,2025/06/15 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/04/24 05:00:00+00,2023/09/05 05:00:00+00,2024/01/10 06:00:00+00,2024/07/03 05:00:00+00,2025/06/15 05:00:00+00,07,469151,133054.59,28735,815016.57,7,1473.42858019505
47536,1011742,PB17V079,10106-10160 Caribou Trail & 10127-10143 Ferndale Rd,Alley reconstruction,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Mohanad Habib,,mohanad.habib@dallas.gov,264992,2018/11/14 06:00:00+00,2018/11/14 06:00:00+00,2022/07/01 05:00:00+00,2022/07/25 05:00:00+00,2022/11/09 06:00:00+00,2022/11/09 06:00:00+00,2023/06/26 05:00:00+00,2023/06/26 05:00:00+00,,2025/01/31 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/01/18 06:00:00+00,2018/11/14 06:00:00+00,2022/07/01 05:00:00+00,2022/11/09 06:00:00+00,2023/06/26 05:00:00+00,2025/01/31 06:00:00+00,10,264992,1083193.68,394263.76,525522.87,10,832.549049771472
47537,1011743,PB17V080,10163-10199 Vistadale Dr & 10200-10200 Trailcliff Dr,Alley reconstruction,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Mohanad Habib,,mohanad.habib@dallas.gov,228046,2018/11/14 06:00:00+00,2018/11/14 06:00:00+00,2022/07/01 05:00:00+00,2022/07/25 05:00:00+00,2022/11/09 06:00:00+00,2022/11/09 06:00:00+00,2023/06/26 05:00:00+00,2023/06/26 05:00:00+00,,2025/02/01 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/01/18 06:00:00+00,2018/11/14 06:00:00+00,2022/07/01 05:00:00+00,2022/11/09 06:00:00+00,2023/06/26 05:00:00+00,2025/02/01 06:00:00+00,10,228046,817604.77,282415.55,405962.86,10,715.859034860647
47538,1011764,PB17V101,6020-6040 FIELDSTONE,Part of Alley Reconstruction Group 17-1202. Advertised separate for construction.,2017,Street and Transportation,Alley Reconstruction,Under Design,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,269500,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,,2024/11/13 06:00:00+00,,2025/02/26 06:00:00+00,,2025/01/13 06:00:00+00,,2026/01/13 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2024/11/13 06:00:00+00,2025/02/26 06:00:00+00,2025/01/13 06:00:00+00,2026/01/13 06:00:00+00,12,269500,178452.71,68360.7,142709.3,12,2446.13095413959
47539,1011793,PB17V130,6201- 6333 BRYAN PKWY & 5808-5842 LIVE OAK ST, Part of Alley Reconstruction Group 17-1403. This project consists of the reconstruction of approximately 670-feet of 6-inch concrete pavement with 8-inch flex base.,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Curran Stokes,,curran.stokes@dallas.gov,223906,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,2020/08/19 05:00:00+00,2020/08/19 05:00:00+00,2021/01/13 06:00:00+00,2021/01/13 06:00:00+00,2021/04/26 05:00:00+00,2021/04/26 05:00:00+00,,2025/03/10 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2020/08/19 05:00:00+00,2021/01/13 06:00:00+00,2021/04/26 05:00:00+00,2025/03/10 05:00:00+00,14,223906,271803.2,65860.99,271196.16,14,703.159110227938
47540,1011797,PB17V134,Riverfront from UPPR tracks to Cadiz,County Led design of Riverfront Blvd. with City construction funds,2017,Street and Transportation,Intergovernmental Partnership Projects,Under Design,PBW,Yousef Abuhamdeh,214-670-3122,yousef.abuhamdeh@dallas.gov,4600000,,2010/10/02 05:00:00+00,,2015/02/22 06:00:00+00,,2018/09/19 05:00:00+00,,2022/06/30 05:00:00+00,,2025/06/30 05:00:00+00,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2010/10/02 05:00:00+00,2015/02/22 06:00:00+00,2018/09/19 05:00:00+00,2022/06/30 05:00:00+00,2025/06/30 05:00:00+00,"02,01,06",4600000,18694562.78,0,4749.42,"1,2,6",6309.32366366758
47541,1011798,PB17V135,Davis Street from Cockrell Hill to Clinton Ave,"Linked to PB06U209 Davis from Hampton to Westmoreland.  Street reconstruction project.  Will also include bike lanes.  Partnership project with Dallas County. This is Phase 1 of Davis Street Corridor which is a 3-phase partnership project with Dallas County with the City being the lead to implement the project. The three phases are as follows: Phase 1 from Hampton to Clinton; Phase 2 from Westmoreland to Hampton; Phase 3 from Cockrell Hill to Westmorland. Phase 1 of Davis Street project from Hampton Rd to Clinton along with other projects were advertised through an RFQ process, and Burgess and Niple, Inc. was selected to design Phase 1. Phase 2 and Phase 3 of the project will follow after Phase 1 provided funding becomes available. ",2017,Street and Transportation,Intergovernmental Partnership Projects,Under Design,PBW,Dhiyaa Tohme,,dhiyaa.tohme@dallas.gov,4000000,2024/04/24 05:00:00+00,2024/04/24 05:00:00+00,,2026/05/15 05:00:00+00,,2026/09/26 05:00:00+00,,2027/01/28 06:00:00+00,,2029/01/27 06:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2024/04/24 05:00:00+00,2026/05/15 05:00:00+00,2026/09/26 05:00:00+00,2027/01/28 06:00:00+00,2029/01/27 06:00:00+00,01,4000000,1175786.69,1432572.16,2578612.21,1,14923.1031772674
47542,1011799,PB17V136,Cockrell Hill from La Reunion to Singleton,"Construct a new four lane divided roadway including a new bridge over UPRR and new traffic signals at Singleton Boulevard.   Dallas County is the lead agency responsible for administering the design, right-of-way, utility relocations, and construction.  The project includes a new grade-separated overpass over the UPRR tracks and widening 1,500 linear feet of Vinson Road north of bridge.  The bridge section will be four lanes divided and the roadway section will consist of five lanes with a two-way left turn lane.",2017,Street and Transportation,Intergovernmental Partnership Projects,Under Design,PBW,Benjamin Aguirre,,benjamin.aguirre@dallas.gov,1900000,2010/04/13 05:00:00+00,2010/04/13 05:00:00+00,,2017/06/30 05:00:00+00,,2025/02/12 06:00:00+00,,2025/05/02 05:00:00+00,,2027/12/22 06:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2010/04/13 05:00:00+00,2017/06/30 05:00:00+00,2025/02/12 06:00:00+00,2025/05/02 05:00:00+00,2027/12/22 06:00:00+00,06,1900000,656413.15,13840.25,240357.35,6,2656.4451505715
47543,1011800,PB17V137,McKinney Ave/Cole Two Way Conversion,Covert one-way operation to two-way and relocate/upgrade existing trolley track and OCS.,2017,Street and Transportation,Intergovernmental Partnership Projects,Under Design,PBW,Cameron Anderson,,cameron.anderson@dallas.gov,8000000,2023/12/13 06:00:00+00,2023/12/13 06:00:00+00,,2025/08/20 05:00:00+00,,2025/11/12 06:00:00+00,,2026/01/05 06:00:00+00,,2027/07/05 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2023/12/13 06:00:00+00,2025/08/20 05:00:00+00,2025/11/12 06:00:00+00,2026/01/05 06:00:00+00,2027/07/05 05:00:00+00,14,8000000,1445785.14,69700,3684107.77,14,21833.8092457787
47544,1011801,PB17V139,Dolphin Road from Haskell to Spring,Reconstructing an existing four lane undivided roadway to a four lane divided roadway,2017,Street and Transportation,Intergovernmental Partnership Projects,Under Construction,PBW,Mohanad Habib,,mohanad.habib@dallas.gov,2000000,2015/08/26 05:00:00+00,2015/08/26 05:00:00+00,2018/07/31 05:00:00+00,2018/07/31 05:00:00+00,2020/10/13 05:00:00+00,2020/10/13 05:00:00+00,2021/04/19 05:00:00+00,2021/04/19 05:00:00+00,,2025/05/30 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2015/08/26 05:00:00+00,2018/07/31 05:00:00+00,2020/10/13 05:00:00+00,2021/04/19 05:00:00+00,2025/05/30 05:00:00+00,"TBD,07,02",2000000,5068972.3,2481608.61,4834044.27,7,1775.79375122681
47545,1011807,PB17V145,Wheatland Road from City Limits to University Hills,Intergovernmental Partnership Projects,2017,Street and Transportation,Intergovernmental Partnership Projects,Under Design,PBW,Abel Mulenga,,Abel.mulenga@dallas.gov,1800000,2019/03/27 05:00:00+00,2019/03/27 05:00:00+00,,2025/03/30 05:00:00+00,,2025/09/24 05:00:00+00,,2025/12/24 06:00:00+00,,2027/06/17 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/03/27 05:00:00+00,2025/03/30 05:00:00+00,2025/09/24 05:00:00+00,2025/12/24 06:00:00+00,2027/06/17 05:00:00+00,08,1800000,983533.05,743648.67,857924.93,8,2989.62467244793
47546,1011835,PB17V171,McKinney Ave Pedestrian Safety Improvement,"Currently City satff is looking into making McKinney sidewalk from Maple to Allen ADA complaint. Met to discuss project scope with CM  05/09/24. The light survey revealed there is no lighting deficiencies other than couple of lights not yet converted to LED. TPW(TRN) will coordinate with Oncor to take care if them. Currently looking into two private development plans that is taking place within the project limits to check if their development is affecting the parkway. UDI hired a consultant to look at the pavers and trees layout. Received the plans from UDI's anchitect on December 16, 2024. City Staff to met with designer to discuss proposed design.  A site visit is scheduled to further discuss the details. Construction is anticipated to start late March 2025.",2017,Street and Transportation,Sidewalk Improvements,Under Design,PBW,Dhiyaa Tohme,,dhiyaa.tohme@dallas.gov,750000,2023/02/04 06:00:00+00,2023/02/04 06:00:00+00,,2025/02/28 06:00:00+00,,2025/03/25 05:00:00+00,,2025/03/25 05:00:00+00,,2025/06/25 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/29 06:00:00+00,2023/02/04 06:00:00+00,2025/02/28 06:00:00+00,2025/03/25 05:00:00+00,2025/03/25 05:00:00+00,2025/06/25 05:00:00+00,14,750000,893832.23,0,22577.17,14,4583.8588626136
47547,1011839,PB17V176,South Blvd from South Central Expy to Meadow St-PB17V176,,2017,Street and Transportation,Street Lighting,Under Design,PBW,Yousef Abuhamdeh,214-670-3122,yousef.abuhamdeh@dallas.gov,604800,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,,,,,,07,604800,735596.73,0,815.62,7,3759.10167241799
47548,1011844,PB17V181,Hord Ave. - Moler St. to Brandon St. (street),Street Petition,2017,Street and Transportation,Street Petitions,Under Design,PBW,Changho Yi,,changho.yi@dallas.gov,850000,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,,2025/04/02 05:00:00+00,,2025/08/13 05:00:00+00,,2025/09/15 05:00:00+00,,2027/03/16 05:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2025/04/02 05:00:00+00,2025/08/13 05:00:00+00,2025/09/15 05:00:00+00,2027/03/16 05:00:00+00,03,850000,298999.42,98630.3,124567.01,1,857.575119021807
47549,1011845,PB17V182,Ginger Ave. - Dacki Ave. to Goldie Ave./Brandon St. (street),Street Petition,2017,Street and Transportation,Street Petitions,Under Design,PBW,Changho Yi,,changho.yi@dallas.gov,1969000,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,,2025/04/02 05:00:00+00,,2025/08/13 05:00:00+00,,2025/09/15 05:00:00+00,,2027/03/16 05:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2025/04/02 05:00:00+00,2025/08/13 05:00:00+00,2025/09/15 05:00:00+00,2027/03/16 05:00:00+00,03,1969000,485523.89,180657.87,206752.3,1,2096.62613511903
47550,1011848,PB17V186,Ridgecrest Rd. - Holly Hill Dr. to Sopac Trail east of Eastridge Dr. (street),Street Petition Project,2017,Street and Transportation,Street Petitions,Under Design,PBW,Curran Stokes,,curran.stokes@dallas.gov,5512000,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/02/03 06:00:00+00,,2025/05/28 05:00:00+00,,2025/09/30 05:00:00+00,,2027/07/21 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/02/03 06:00:00+00,2025/05/28 05:00:00+00,2025/09/30 05:00:00+00,2027/07/21 05:00:00+00,13,5512000,1567251.84,240270.4,584681.85,13,4861.99633236213
47551,1011849,PB17V185,Trojan St. - Burma Rd. to Fellows Ln. (street),"Target Neighborhood  -  Project Group 17-7007Paving and drainage design for approximately 950 feet of 6-inch thick, 27 feet wide, 5 feet reinforced concrete sidewalks adjacent to the curb and approximately 450 linear feet of storm drainage design.",2017,Street and Transportation,Street Petitions,Under Construction,PBW,Getachew Gulti,,getachew.gulti@dallas.gov,1090000,2019/01/23 06:00:00+00,2019/01/23 06:00:00+00,,2023/12/20 06:00:00+00,,2024/09/11 05:00:00+00,,2025/02/03 06:00:00+00,,2026/07/28 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/01/23 06:00:00+00,2023/12/20 06:00:00+00,2024/09/11 05:00:00+00,2025/02/03 06:00:00+00,2026/07/28 05:00:00+00,07,1090000,1172304.15,63196.34,114421.54,7,911.772261915276
47552,1011850,PB17V187,Dirk St. - Alley south of Martel Ave. to Martel Ave. (street),"This project consist a street petition project of the construction of concrete pavement.Part of Alley, Street & Target Neighborhood Group 17-1302",2017,Street and Transportation,Street Petitions,Under Construction,PBW,Kathie Parmelee,214-948-4482,kathie.parmelee@dallas.gov,146000,2019/03/27 05:00:00+00,2019/03/27 05:00:00+00,,2024/04/17 05:00:00+00,,2024/06/26 05:00:00+00,,2024/09/16 05:00:00+00,,2025/09/16 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/12/15 06:00:00+00,2019/03/27 05:00:00+00,2024/04/17 05:00:00+00,2024/06/26 05:00:00+00,2024/09/16 05:00:00+00,2025/09/16 05:00:00+00,14,146000,291235.6,13872,212697.86,14,163.25769357776
